,worker_id,rev_id,quoting_attack,recipient_attack,third_party_attack,other_attack,attack,gender,english_first_language,age_group,education
54,90,392818954732,0.0,40.0,0.0,1.0,41.0,male,0,30-45,bachelors
55,93,55409782395,0.0,4.0,0.0,0.0,4.0,male,0,18-30,professional
56,97,192475366545,2.0,65.0,17.0,11.0,93.0,male,0,30-45,hs
57,98,329828177013,8.0,89.0,45.0,15.0,157.0,male,0,18-30,hs
58,101,242319292213,16.0,149.0,38.0,35.0,231.0,female,0,30-45,hs
59,103,218086621951,2.0,1.0,1.0,82.0,86.0,male,0,18-30,hs
60,104,112336274023,0.0,19.0,6.0,6.0,31.0,female,1,30-45,bachelors
61,105,270927314219,6.0,151.0,26.0,3.0,186.0,female,0,30-45,masters
62,106,69962238422,1.0,52.0,1.0,0.0,54.0,male,0,18-30,bachelors
63,109,331542342086,7.0,210.0,99.0,11.0,256.0,male,0,18-30,hs
64,110,259339332165,0.0,149.0,0.0,0.0,149.0,female,0,30-45,masters
65,113,189282524821,0.0,57.0,5.0,5.0,67.0,male,0,30-45,masters
66,114,134682144792,1.0,38.0,9.0,14.0,61.0,male,0,18-30,masters
67,115,396335065840,0.0,152.0,12.0,10.0,174.0,female,0,18-30,bachelors
68,116,352648830156,59.0,60.0,62.0,82.0,93.0,male,0,30-45,bachelors
69,117,311715209549,1.0,197.0,65.0,2.0,253.0,female,0,30-45,bachelors
70,118,282862684282,0.0,132.0,57.0,1.0,190.0,female,1,45-60,hs
71,120,32770444572,0.0,0.0,0.0,0.0,0.0,male,0,30-45,bachelors
72,121,106914200596,0.0,28.0,1.0,4.0,33.0,male,0,18-30,bachelors
73,122,187832235944,1.0,6.0,4.0,26.0,37.0,male,0,18-30,bachelors
74,123,128958714375,5.0,28.0,14.0,15.0,62.0,male,0,30-45,bachelors
75,126,370548252565,58.0,58.0,62.0,82.0,84.0,male,0,18-30,bachelors
76,127,363896036183,0.0,134.0,20.0,18.0,172.0,male,0,30-45,bachelors
77,128,313570962565,19.0,79.0,80.0,10.0,80.0,male,0,18-30,hs
78,129,123531837567,0.0,37.0,1.0,3.0,41.0,female,0,18-30,bachelors
79,130,352167336957,0.0,5.0,16.0,121.0,142.0,male,0,30-45,hs
80,132,338617926570,2.0,105.0,38.0,17.0,162.0,male,0,Over 60,bachelors
81,133,109411435955,2.0,29.0,6.0,30.0,67.0,male,0,30-45,masters
82,134,56331720145,0.0,4.0,1.0,2.0,7.0,male,0,18-30,bachelors
83,135,189658280391,16.0,18.0,35.0,3.0,71.0,male,0,,hs
84,136,186677034164,14.0,28.0,11.0,25.0,78.0,female,0,30-45,hs
85,139,252833986683,0.0,71.0,14.0,1.0,86.0,male,0,30-45,professional
86,140,327131490181,0.0,157.0,27.0,25.0,209.0,male,0,18-30,bachelors
87,141,186230566911,2.0,85.0,14.0,0.0,101.0,male,0,30-45,hs
88,142,231392412397,2.0,143.0,116.0,0.0,146.0,female,0,30-45,bachelors
89,144,220801935268,9.0,65.0,14.0,18.0,106.0,male,0,30-45,bachelors
90,148,295859586197,3.0,105.0,30.0,6.0,144.0,male,0,30-45,hs
91,150,246744450467,6.0,73.0,24.0,3.0,106.0,male,0,30-45,masters
92,151,316375157669,1.0,105.0,22.0,23.0,149.0,male,0,30-45,hs
93,155,300323371587,0.0,13.0,5.0,330.0,343.0,male,0,,hs
94,156,234457275742,0.0,73.0,20.0,16.0,109.0,male,0,45-60,hs
95,159,276065803144,0.0,101.0,24.0,5.0,111.0,male,0,30-45,hs
96,160,159686128496,0.0,93.0,19.0,4.0,116.0,male,0,30-45,bachelors
97,161,277717945094,23.0,113.0,31.0,6.0,173.0,female,0,45-60,masters
98,162,154447373640,1.0,46.0,13.0,2.0,55.0,male,0,30-45,masters
99,163,205238342352,4.0,134.0,25.0,6.0,167.0,female,0,30-45,hs
100,164,194705293105,0.0,115.0,26.0,65.0,204.0,female,0,30-45,bachelors
101,166,308399586134,0.0,89.0,3.0,1.0,93.0,male,0,45-60,professional
102,167,245685796240,0.0,44.0,14.0,99.0,156.0,female,0,18-30,professional
103,168,399374604615,1.0,109.0,18.0,27.0,144.0,female,0,30-45,hs
104,173,77157709573,1.0,35.0,2.0,16.0,54.0,male,1,18-30,bachelors
105,176,298624644449,0.0,58.0,11.0,28.0,97.0,male,0,18-30,hs
106,177,294574127120,0.0,150.0,41.0,12.0,190.0,male,0,45-60,hs
107,180,229280130010,0.0,129.0,9.0,14.0,151.0,male,0,18-30,bachelors
108,181,266572356782,3.0,50.0,1.0,0.0,50.0,male,0,30-45,bachelors
109,183,247065597467,1.0,104.0,16.0,1.0,121.0,female,0,30-45,bachelors
110,186,172615362045,0.0,80.0,20.0,26.0,126.0,female,0,30-45,bachelors
111,188,251423408338,0.0,77.0,16.0,16.0,104.0,female,1,30-45,hs
112,189,116453832857,6.0,40.0,218.0,232.0,292.0,male,0,30-45,masters
113,190,319424141514,0.0,85.0,26.0,1.0,110.0,male,0,30-45,hs
114,193,308442035699,1.0,107.0,30.0,10.0,148.0,male,0,18-30,bachelors
115,196,409979324440,4.0,1.0,1.0,91.0,95.0,male,0,18-30,hs
116,198,94466264243,2.0,19.0,9.0,2.0,32.0,female,0,45-60,masters
117,200,343759389919,0.0,104.0,33.0,3.0,136.0,male,0,45-60,hs
118,206,227782378556,0.0,125.0,12.0,1.0,138.0,female,0,18-30,hs
119,208,251293883212,6.0,100.0,19.0,13.0,136.0,female,1,30-45,hs
120,209,90455558317,0.0,20.0,5.0,2.0,27.0,male,0,Under 18,hs
121,210,121048781342,1.0,38.0,7.0,1.0,47.0,male,1,30-45,professional
122,211,297947506099,0.0,87.0,2.0,2.0,89.0,male,0,30-45,bachelors
123,212,356201886897,0.0,116.0,25.0,4.0,145.0,male,0,18-30,bachelors
124,213,265504455810,0.0,87.0,19.0,1.0,106.0,female,0,18-30,bachelors
125,214,339756222666,1.0,180.0,10.0,50.0,235.0,female,0,30-45,bachelors
126,215,221994379436,1.0,40.0,18.0,52.0,109.0,male,0,30-45,hs
127,217,421930390466,2.0,89.0,74.0,27.0,188.0,male,0,18-30,bachelors
128,219,123246417734,16.0,28.0,36.0,0.0,37.0,male,1,,bachelors
129,221,258239439024,0.0,31.0,0.0,28.0,59.0,female,0,30-45,bachelors
130,222,146445255729,0.0,71.0,6.0,3.0,77.0,male,0,30-45,hs
131,223,123074447325,11.0,51.0,19.0,3.0,83.0,male,0,30-45,professional
132,224,136383344837,0.0,48.0,0.0,0.0,48.0,male,0,18-30,hs
133,225,232308504816,0.0,35.0,0.0,29.0,36.0,male,1,18-30,hs
134,226,184253580177,6.0,43.0,8.0,2.0,59.0,male,1,30-45,bachelors
135,227,178899965314,5.0,126.0,56.0,16.0,202.0,male,0,30-45,masters
136,228,289545161331,1.0,134.0,23.0,2.0,159.0,male,0,18-30,professional
137,229,255590634044,1.0,67.0,11.0,2.0,81.0,male,0,30-45,bachelors
138,230,266636812225,7.0,158.0,65.0,13.0,238.0,female,0,18-30,masters
139,232,278071639334,0.0,70.0,30.0,0.0,100.0,female,0,45-60,bachelors
140,233,20385856404,0.0,1.0,1.0,0.0,2.0,female,0,18-30,hs
141,235,133457504172,0.0,60.0,6.0,12.0,78.0,male,1,18-30,professional
142,237,287919296435,6.0,144.0,20.0,4.0,169.0,male,0,30-45,hs
143,238,261646050654,0.0,76.0,15.0,26.0,117.0,male,0,18-30,some
144,239,258468172399,2.0,104.0,26.0,12.0,144.0,male,0,18-30,hs
145,240,154302625557,1.0,77.0,23.0,0.0,98.0,male,0,18-30,bachelors
146,241,180041000519,0.0,121.0,66.0,75.0,211.0,female,0,30-45,bachelors
147,245,311920910032,1.0,80.0,5.0,8.0,94.0,male,0,18-30,professional
148,247,315977943257,0.0,58.0,0.0,0.0,58.0,female,0,30-45,bachelors
149,248,254661571963,1.0,101.0,20.0,74.0,195.0,male,1,30-45,bachelors
150,249,192597375036,1.0,64.0,12.0,1.0,76.0,female,0,30-45,bachelors
151,250,74720673322,0.0,24.0,16.0,0.0,40.0,male,0,18-30,masters
152,251,177845472745,0.0,78.0,8.0,0.0,80.0,female,1,18-30,bachelors
153,252,129716168166,0.0,52.0,22.0,40.0,109.0,female,0,30-45,hs
154,253,238617576361,0.0,142.0,23.0,34.0,195.0,female,0,18-30,hs
155,254,243965285935,0.0,94.0,4.0,96.0,194.0,female,0,30-45,bachelors
156,255,274809698686,0.0,143.0,50.0,2.0,188.0,male,0,30-45,hs
157,256,280872536708,1.0,162.0,5.0,121.0,286.0,female,0,18-30,hs
158,260,235115102142,0.0,62.0,13.0,11.0,86.0,female,0,30-45,bachelors
159,261,321688470917,0.0,56.0,21.0,5.0,81.0,male,0,18-30,masters
160,262,343355662100,0.0,39.0,24.0,30.0,71.0,male,0,18-30,hs
161,263,251464729811,0.0,83.0,34.0,85.0,159.0,male,0,45-60,bachelors
162,265,283353812567,1.0,123.0,63.0,4.0,163.0,male,0,30-45,professional
163,266,306003329405,10.0,31.0,8.0,27.0,69.0,male,0,30-45,bachelors
164,268,382576975447,1.0,75.0,0.0,2.0,76.0,female,0,30-45,bachelors
165,270,415077549400,18.0,157.0,72.0,31.0,201.0,male,0,30-45,masters
166,271,267333963330,0.0,123.0,60.0,8.0,130.0,female,1,30-45,bachelors
167,272,227412512258,0.0,100.0,17.0,10.0,127.0,male,0,18-30,bachelors
168,273,250518830457,1.0,114.0,34.0,16.0,163.0,male,0,18-30,bachelors
169,274,233512597914,1.0,19.0,2.0,2.0,24.0,female,0,18-30,bachelors
170,275,91726444064,0.0,14.0,7.0,2.0,23.0,male,0,18-30,hs
171,277,236059244663,0.0,52.0,0.0,33.0,85.0,male,0,30-45,masters
172,278,107168845874,0.0,5.0,0.0,1.0,6.0,male,0,30-45,bachelors
173,281,262612430597,7.0,104.0,30.0,6.0,147.0,male,0,30-45,masters
174,282,180721345890,3.0,70.0,17.0,165.0,252.0,female,0,30-45,hs
175,283,201012314324,11.0,112.0,26.0,16.0,165.0,male,0,30-45,bachelors
176,284,202018545417,0.0,75.0,15.0,162.0,252.0,female,0,30-45,bachelors
177,285,317136321491,1.0,81.0,45.0,3.0,130.0,male,1,45-60,masters
178,286,272652898772,3.0,89.0,22.0,0.0,114.0,female,0,30-45,hs
179,290,258915555744,1.0,199.0,28.0,10.0,238.0,male,0,30-45,bachelors
180,291,285516297434,3.0,183.0,31.0,58.0,275.0,male,0,45-60,hs
181,293,249616134838,0.0,99.0,4.0,0.0,103.0,male,0,45-60,hs
182,294,300865265917,0.0,151.0,80.0,17.0,218.0,male,0,18-30,some
183,295,224502764028,2.0,116.0,40.0,6.0,164.0,male,1,18-30,bachelors
184,296,123197268936,0.0,16.0,0.0,1.0,17.0,male,0,30-45,hs
185,301,383830679987,0.0,68.0,3.0,53.0,124.0,male,0,18-30,professional
186,303,359071136935,0.0,113.0,20.0,2.0,135.0,male,0,30-45,some
187,305,273024120580,1.0,0.0,13.0,50.0,64.0,male,1,18-30,doctorate
188,306,263632794858,2.0,181.0,50.0,11.0,242.0,male,0,30-45,bachelors
189,307,237409327745,1.0,86.0,11.0,5.0,103.0,male,0,30-45,hs
190,308,290965806196,1.0,87.0,29.0,4.0,121.0,female,0,30-45,bachelors
191,310,334511186548,0.0,69.0,17.0,29.0,110.0,male,0,18-30,bachelors
192,311,251037234595,0.0,53.0,7.0,1.0,61.0,male,0,18-30,bachelors
193,312,315146106477,2.0,92.0,44.0,0.0,138.0,male,0,30-45,masters
194,313,163153712033,20.0,133.0,57.0,0.0,160.0,male,0,30-45,masters
195,314,259495744815,0.0,49.0,15.0,44.0,108.0,female,0,18-30,hs
196,316,256424233525,0.0,194.0,65.0,16.0,258.0,female,0,30-45,masters
197,321,340667315866,1.0,101.0,3.0,48.0,153.0,male,0,18-30,bachelors
198,322,381978416528,0.0,198.0,40.0,8.0,246.0,female,0,30-45,bachelors
199,323,340955494540,0.0,77.0,12.0,15.0,103.0,male,0,30-45,bachelors
200,324,250017691441,0.0,167.0,3.0,0.0,167.0,male,0,30-45,bachelors
201,328,419118866500,0.0,112.0,2.0,20.0,134.0,male,0,18-30,bachelors
202,331,93482636336,0.0,2.0,2.0,13.0,17.0,male,0,30-45,bachelors
203,332,188636234150,0.0,101.0,12.0,5.0,117.0,female,0,18-30,bachelors
204,333,236109545388,2.0,44.0,3.0,6.0,53.0,male,0,18-30,bachelors
205,334,249517061717,0.0,140.0,17.0,38.0,194.0,male,0,18-30,masters
206,335,131002696621,0.0,28.0,9.0,1.0,36.0,male,0,18-30,bachelors
207,337,171431620970,0.0,51.0,0.0,2.0,53.0,male,0,18-30,bachelors
208,338,215483503442,0.0,66.0,21.0,0.0,85.0,female,0,30-45,doctorate
209,340,181735170125,0.0,127.0,24.0,7.0,156.0,male,0,30-45,hs
210,341,152188993785,2.0,41.0,18.0,0.0,60.0,female,1,45-60,bachelors
211,343,70530642306,0.0,8.0,3.0,0.0,11.0,female,0,Over 60,some
212,344,404313553667,0.0,39.0,18.0,96.0,153.0,male,0,30-45,hs
213,345,248793483127,2.0,16.0,2.0,141.0,143.0,male,0,Over 60,professional
214,346,126153794798,0.0,35.0,4.0,0.0,39.0,male,0,18-30,professional
215,347,148598583771,0.0,50.0,2.0,0.0,52.0,male,0,18-30,masters
216,348,200091917389,1.0,71.0,10.0,8.0,89.0,male,0,30-45,hs
217,350,205074628263,0.0,58.0,9.0,24.0,91.0,male,0,30-45,masters
218,352,246254190238,2.0,136.0,35.0,7.0,178.0,male,0,30-45,bachelors
219,356,303641510398,160.0,492.0,507.0,99.0,542.0,male,0,30-45,hs
220,359,126457415942,2.0,39.0,10.0,25.0,58.0,male,0,18-30,doctorate
221,361,316962393888,3.0,153.0,32.0,9.0,188.0,female,0,18-30,masters
222,362,268194319052,15.0,18.0,13.0,24.0,69.0,male,1,30-45,professional
223,363,274235073193,0.0,103.0,34.0,9.0,142.0,male,0,30-45,hs
224,365,286117806740,1.0,52.0,29.0,2.0,82.0,male,0,18-30,hs
225,367,214317942054,0.0,1.0,0.0,99.0,100.0,male,0,,bachelors
226,371,257678763890,5.0,65.0,39.0,3.0,112.0,female,0,30-45,bachelors
227,372,218424951205,3.0,135.0,48.0,17.0,184.0,female,0,30-45,doctorate
228,379,276825790643,0.0,84.0,0.0,1.0,85.0,male,0,30-45,professional
229,382,304554656008,0.0,137.0,0.0,0.0,137.0,male,0,30-45,bachelors
230,383,359738193059,2.0,38.0,8.0,50.0,94.0,male,0,30-45,hs
231,384,204567163219,0.0,78.0,27.0,10.0,114.0,male,0,18-30,masters
232,386,370890294540,0.0,218.0,75.0,8.0,299.0,male,0,30-45,hs
233,387,274200875374,3.0,163.0,6.0,5.0,177.0,male,0,18-30,bachelors
234,388,195132356385,1.0,108.0,5.0,0.0,111.0,female,0,30-45,bachelors
235,389,269506461482,1.0,64.0,22.0,0.0,77.0,female,0,30-45,bachelors
236,390,263122454266,1.0,92.0,12.0,1.0,106.0,male,0,30-45,masters
237,391,300915081119,2.0,52.0,31.0,8.0,89.0,male,0,18-30,bachelors
238,392,146332067194,3.0,16.0,6.0,7.0,31.0,male,0,30-45,hs
239,393,255338162338,64.0,100.0,92.0,115.0,124.0,female,0,18-30,masters
240,396,292400636620,2.0,108.0,13.0,13.0,134.0,male,0,30-45,masters
241,397,251224929267,0.0,124.0,24.0,6.0,152.0,female,0,30-45,bachelors
242,398,410481711631,148.0,157.0,158.0,155.0,160.0,female,0,30-45,bachelors
243,400,183291052366,0.0,115.0,11.0,2.0,128.0,male,0,18-30,professional
244,402,125947215469,14.0,28.0,11.0,26.0,79.0,male,0,30-45,professional
245,403,179489049151,1.0,26.0,13.0,12.0,51.0,female,0,30-45,professional
246,404,392910481744,0.0,100.0,0.0,0.0,100.0,male,0,30-45,bachelors
247,405,211618984107,0.0,44.0,26.0,0.0,70.0,female,0,30-45,hs
248,407,137960506278,0.0,14.0,7.0,5.0,26.0,female,0,18-30,masters
249,408,235050068817,7.0,66.0,9.0,1.0,83.0,female,0,18-30,bachelors
250,409,233842976457,4.0,182.0,47.0,30.0,251.0,male,0,18-30,bachelors
251,410,199106719015,1.0,125.0,18.0,38.0,182.0,male,0,45-60,professional
252,411,213792201304,28.0,169.0,34.0,4.0,229.0,male,0,30-45,doctorate
253,412,173234596563,2.0,65.0,0.0,10.0,70.0,female,0,18-30,bachelors
254,414,122567598133,1.0,103.0,43.0,10.0,157.0,female,0,18-30,bachelors
255,415,122807969521,0.0,59.0,13.0,9.0,81.0,male,1,18-30,bachelors
256,416,50079146355,1.0,32.0,2.0,3.0,38.0,female,0,18-30,hs
257,420,260225419309,0.0,159.0,38.0,6.0,203.0,female,0,45-60,bachelors
258,425,207441554063,0.0,103.0,0.0,3.0,106.0,male,0,30-45,bachelors
259,429,298348345315,2.0,93.0,18.0,58.0,171.0,male,0,30-45,masters
260,431,221190420587,3.0,94.0,23.0,17.0,134.0,male,1,30-45,bachelors
261,432,201834376810,0.0,45.0,8.0,8.0,61.0,male,0,30-45,masters
262,434,97865823924,1.0,18.0,11.0,3.0,31.0,male,0,18-30,bachelors
263,435,89620569972,31.0,0.0,1.0,77.0,77.0,female,0,18-30,bachelors
264,437,263582802989,1.0,154.0,58.0,1.0,213.0,male,0,30-45,bachelors
265,440,287205267979,3.0,71.0,20.0,10.0,103.0,female,0,30-45,bachelors
266,443,299898448026,1.0,75.0,3.0,41.0,120.0,male,0,45-60,bachelors
267,445,284969588226,0.0,38.0,11.0,4.0,53.0,male,0,18-30,hs
268,446,223961650093,0.0,62.0,6.0,5.0,73.0,female,0,30-45,masters
269,447,231073223631,0.0,106.0,24.0,9.0,134.0,male,0,30-45,masters
270,448,143406842480,0.0,63.0,0.0,0.0,63.0,male,0,18-30,bachelors
271,449,244929052239,3.0,103.0,16.0,0.0,122.0,female,0,30-45,professional
272,450,276110665225,0.0,78.0,22.0,13.0,113.0,female,0,18-30,bachelors
273,451,377377283638,0.0,74.0,7.0,60.0,140.0,female,0,18-30,bachelors
274,452,267506563095,0.0,165.0,34.0,11.0,209.0,male,0,45-60,masters
275,453,180734107370,3.0,82.0,23.0,0.0,108.0,male,0,30-45,hs
276,454,91342332374,0.0,85.0,17.0,1.0,103.0,male,1,18-30,professional
277,455,210751328026,25.0,108.0,79.0,2.0,144.0,male,0,30-45,bachelors
278,456,65030811620,0.0,18.0,12.0,15.0,45.0,female,0,30-45,hs
279,457,208949007790,1.0,101.0,21.0,22.0,137.0,female,0,18-30,bachelors
280,458,240580846067,1.0,112.0,19.0,3.0,135.0,male,1,18-30,masters
281,461,256953057190,1.0,152.0,42.0,5.0,192.0,male,0,30-45,masters
282,462,288226673941,0.0,0.0,17.0,61.0,78.0,male,0,18-30,professional
283,464,240135793192,0.0,132.0,34.0,4.0,170.0,male,0,30-45,hs
284,466,237766602855,2.0,67.0,15.0,72.0,155.0,male,0,30-45,some
285,467,345601556919,0.0,72.0,16.0,8.0,96.0,male,0,18-30,bachelors
286,471,268016260672,0.0,0.0,0.0,104.0,104.0,female,0,18-30,hs
287,472,148323117205,0.0,10.0,0.0,24.0,34.0,female,0,18-30,bachelors
288,475,354171665005,0.0,163.0,21.0,4.0,188.0,male,1,18-30,bachelors
289,476,175320200016,4.0,118.0,129.0,0.0,251.0,female,0,30-45,hs
290,477,247722949230,2.0,117.0,36.0,28.0,180.0,male,0,45-60,masters
291,480,270659889465,0.0,153.0,29.0,11.0,193.0,female,0,30-45,masters
292,481,241593632192,0.0,174.0,26.0,0.0,199.0,female,0,18-30,hs
293,483,199424555713,0.0,32.0,3.0,62.0,97.0,male,0,30-45,professional
294,484,220489667477,1.0,42.0,4.0,5.0,52.0,male,0,18-30,bachelors
295,485,60450135771,0.0,51.0,19.0,1.0,71.0,male,0,30-45,bachelors
296,486,248888909064,1.0,185.0,128.0,6.0,318.0,male,1,30-45,hs
297,487,280082920577,0.0,8.0,0.0,72.0,80.0,female,0,18-30,masters
298,489,183533876513,2.0,65.0,9.0,94.0,165.0,male,1,18-30,masters
299,490,240744277752,58.0,206.0,83.0,0.0,332.0,male,0,45-60,hs
300,492,205438051229,2.0,133.0,43.0,32.0,200.0,female,0,45-60,bachelors
301,493,259953013573,1.0,88.0,41.0,80.0,200.0,female,0,18-30,masters
302,494,191291710310,0.0,60.0,14.0,2.0,74.0,male,0,30-45,masters
303,496,239144898197,2.0,100.0,14.0,32.0,115.0,male,0,Under 18,hs
304,497,354325503667,1.0,36.0,6.0,97.0,112.0,male,0,18-30,professional
305,498,366560231386,0.0,103.0,14.0,4.0,121.0,female,0,18-30,masters
306,500,79968475309,1.0,78.0,24.0,4.0,101.0,male,0,18-30,masters
307,502,74773589136,6.0,93.0,25.0,6.0,120.0,female,0,30-45,hs
308,503,71587079164,1.0,83.0,11.0,2.0,97.0,female,0,18-30,bachelors
309,505,209123838640,92.0,94.0,92.0,2.0,95.0,female,0,30-45,professional
310,507,174221870736,1.0,163.0,31.0,8.0,189.0,female,0,18-30,bachelors
311,512,186407294273,5.0,78.0,11.0,55.0,148.0,female,0,30-45,masters
312,513,353785826333,0.0,78.0,29.0,267.0,370.0,male,1,45-60,professional
313,518,398320587172,1.0,131.0,24.0,5.0,154.0,male,0,18-30,hs
314,519,160870693371,0.0,81.0,19.0,4.0,102.0,male,0,30-45,professional
315,523,190875134286,1.0,56.0,15.0,42.0,105.0,male,0,18-30,hs
316,524,209579633492,7.0,169.0,43.0,7.0,226.0,female,0,30-45,masters
317,525,224127042523,2.0,114.0,25.0,27.0,168.0,female,0,18-30,hs
318,529,235388143638,2.0,101.0,18.0,4.0,125.0,female,0,30-45,hs
319,530,192015236661,0.0,54.0,12.0,51.0,116.0,male,0,18-30,hs
320,531,102526331710,0.0,0.0,0.0,71.0,71.0,female,0,30-45,hs
321,532,240492944441,5.0,171.0,38.0,36.0,249.0,male,0,45-60,masters
322,533,12483593207,0.0,17.0,2.0,2.0,21.0,male,0,18-30,some
323,534,146714014707,0.0,126.0,40.0,0.0,157.0,male,0,30-45,bachelors
324,537,138446972674,1.0,98.0,22.0,54.0,174.0,male,0,45-60,bachelors
325,538,177284777882,0.0,97.0,8.0,13.0,118.0,male,0,30-45,hs
326,539,179838374378,2.0,45.0,3.0,25.0,75.0,female,0,18-30,bachelors
327,542,165591193077,0.0,66.0,0.0,0.0,66.0,male,0,45-60,hs
328,543,257419602234,0.0,16.0,1.0,92.0,109.0,female,0,30-45,hs
329,544,202616414726,1.0,67.0,26.0,83.0,100.0,male,0,30-45,hs
330,545,148361214399,3.0,156.0,25.0,0.0,177.0,female,0,30-45,bachelors
331,548,265236622195,10.0,105.0,24.0,12.0,150.0,male,0,18-30,bachelors
332,549,262528733610,10.0,137.0,31.0,18.0,196.0,male,0,18-30,bachelors
333,550,147649840021,3.0,40.0,3.0,87.0,133.0,female,0,30-45,professional
334,551,139385421862,0.0,70.0,13.0,2.0,85.0,male,0,18-30,hs
335,553,119734583341,0.0,65.0,57.0,20.0,86.0,female,0,30-45,bachelors
336,554,102333250062,2.0,29.0,0.0,23.0,54.0,female,0,45-60,hs
337,555,285395698802,0.0,94.0,21.0,22.0,135.0,female,0,18-30,hs
338,558,273428943708,10.0,87.0,20.0,77.0,194.0,male,0,30-45,bachelors
339,560,207017341246,0.0,70.0,10.0,9.0,87.0,male,0,30-45,doctorate
