,worker_id,rev_id,toxicity,toxicity_score,gender,english_first_language,age_group,education
202,225,131924113986.0,97,-32.0,male,0,30-45,professional
203,226,136072916472.0,46,-51.0,male,0,30-45,hs
204,228,146758804712.0,82,2.0,male,0,30-45,bachelors
205,229,143038981637.0,106,7.0,male,0,18-30,bachelors
206,230,143274783686.0,57,298.0,male,0,30-45,hs
207,231,148402806773.0,46,328.0,male,0,18-30,bachelors
208,232,129201073143.0,48,157.0,male,0,18-30,masters
209,234,142357433574.0,71,-47.0,female,0,30-45,professional
210,235,128407342379.0,41,313.0,male,0,30-45,hs
211,236,139682829945.0,71,18.0,male,0,30-45,bachelors
212,237,131165034771.0,64,-9.0,male,0,18-30,hs
213,238,142915871360.0,96,27.0,male,0,45-60,masters
214,239,137712021963.0,77,76.0,male,0,30-45,masters
215,240,142267089216.0,49,-17.0,male,0,18-30,professional
216,242,137994386994.0,92,-10.0,male,0,30-45,masters
217,243,144466806601.0,93,-81.0,female,0,18-30,hs
218,244,136184551267.0,66,48.0,male,1,18-30,bachelors
219,245,146784597921.0,83,-41.0,female,0,30-45,bachelors
220,246,134123707870.0,39,-11.0,male,1,30-45,bachelors
221,247,107115428093.0,70,143.0,male,0,18-30,hs
222,248,137952536179.0,77,161.0,male,0,45-60,hs
223,249,139175617572.0,64,-65.0,male,0,30-45,hs
224,250,128814512385.0,69,168.0,female,0,30-45,doctorate
225,251,35450137397.0,20,44.0,male,0,18-30,bachelors
226,252,143366114930.0,42,-27.0,male,0,30-45,bachelors
227,253,141143778728.0,33,21.0,male,0,18-30,bachelors
228,254,136367505330.0,74,75.0,male,0,18-30,hs
229,256,140769533223.0,37,4.0,male,0,18-30,bachelors
230,257,149620976740.0,73,91.0,female,0,18-30,bachelors
231,258,139249841478.0,42,-34.0,male,0,45-60,professional
232,259,147968396347.0,98,117.0,female,0,18-30,masters
233,260,145233824214.0,89,235.0,male,0,30-45,hs
234,261,145440742110.0,42,11.0,male,0,18-30,professional
235,262,118422790655.0,57,7.0,male,0,18-30,hs
236,263,137486560058.0,57,281.0,male,0,18-30,hs
237,264,142409722033.0,61,323.0,male,0,30-45,hs
238,265,152653212007.0,82,-11.0,female,0,18-30,masters
239,266,137405292501.0,76,51.0,male,0,18-30,bachelors
240,267,135722877087.0,52,360.0,female,0,18-30,professional
241,268,136721380320.0,41,354.0,male,0,18-30,bachelors
242,270,139696609774.0,54,55.0,male,0,18-30,bachelors
243,271,113918930357.0,50,34.0,male,0,18-30,professional
244,272,130470055973.0,70,216.0,female,0,30-45,hs
245,273,134781529793.0,70,50.0,male,0,30-45,masters
246,274,148473420773.0,69,202.0,male,0,30-45,masters
247,275,142535572082.0,75,222.0,female,0,30-45,hs
248,276,139324467860.0,36,-22.0,male,0,30-45,hs
249,277,143511951111.0,62,172.0,female,0,30-45,bachelors
250,278,143836511671.0,79,219.0,male,0,18-30,hs
251,279,138782542410.0,100,-5.0,male,0,18-30,hs
252,280,29459843187.0,10,5.0,male,0,18-30,hs
253,281,149437305225.0,74,162.0,female,0,30-45,bachelors
254,282,134448014405.0,95,-62.0,male,0,45-60,masters
255,283,137792024575.0,55,308.0,male,0,30-45,professional
256,284,146051150287.0,37,74.0,male,0,18-30,bachelors
257,285,151016024058.0,107,-20.0,female,0,30-45,professional
258,286,138957165837.0,117,53.0,female,1,30-45,bachelors
259,287,145182245378.0,51,329.0,female,0,18-30,masters
260,288,138169135241.0,100,195.0,male,0,18-30,hs
261,289,149768206359.0,94,226.0,male,0,45-60,hs
262,290,135683109071.0,45,21.0,male,0,18-30,masters
263,291,149020201803.0,54,4.0,female,0,30-45,hs
264,292,141394727322.0,52,315.0,male,0,45-60,bachelors
265,293,130239281845.0,66,24.0,male,1,18-30,bachelors
266,294,141749722612.0,102,-15.0,female,0,30-45,bachelors
267,295,140203255987.0,93,137.0,female,0,45-60,professional
268,296,142391620208.0,65,17.0,male,0,18-30,hs
269,297,135290493990.0,83,167.0,female,1,30-45,hs
270,301,137450479961.0,94,248.0,male,0,18-30,bachelors
271,302,136729454233.0,70,265.0,male,0,45-60,hs
272,303,135891898084.0,163,43.0,male,0,30-45,bachelors
273,304,38210924816.0,12,-5.0,male,0,18-30,bachelors
274,305,140039118530.0,51,292.0,male,0,18-30,bachelors
275,306,47725443452.0,38,75.0,male,0,30-45,masters
276,307,137068682489.0,103,181.0,female,0,30-45,professional
277,308,144369438463.0,105,135.0,male,0,18-30,professional
278,309,141761766673.0,81,261.0,female,0,45-60,bachelors
279,310,135266611416.0,73,158.0,male,0,45-60,hs
280,311,134004423751.0,86,-38.0,male,0,30-45,bachelors
281,313,146197128064.0,145,145.0,male,0,18-30,hs
282,314,132802115623.0,125,-13.0,female,0,18-30,bachelors
283,316,146977797510.0,65,293.0,male,0,30-45,professional
284,317,140744657641.0,54,9.0,male,0,18-30,bachelors
285,319,144807921026.0,56,308.0,female,0,18-30,professional
286,320,141873742109.0,53,272.0,male,0,18-30,professional
287,321,141201737492.0,53,308.0,male,0,18-30,hs
288,322,134851751229.0,60,-7.0,female,0,30-45,hs
289,323,120882837192.0,107,-85.0,female,0,30-45,bachelors
290,324,141885893763.0,82,39.0,male,0,18-30,hs
291,325,136524939168.0,68,250.0,male,0,30-45,masters
292,326,137955007177.0,65,-60.0,male,0,30-45,some
293,327,132493655633.0,63,75.0,male,1,18-30,professional
294,328,145324215677.0,61,-1.0,female,0,30-45,bachelors
295,329,134347586683.0,62,229.0,male,0,18-30,bachelors
296,330,134828580221.0,62,201.0,male,0,30-45,professional
297,331,141403575702.0,41,347.0,male,0,18-30,masters
298,332,137061872301.0,50,277.0,male,0,18-30,bachelors
299,333,108124823721.0,104,33.0,female,0,18-30,hs
300,335,133993251089.0,48,8.0,female,0,18-30,hs
301,336,143418649563.0,94,251.0,male,1,30-45,doctorate
302,337,143515040977.0,73,167.0,male,1,18-30,hs
303,338,149591842929.0,40,337.0,male,0,30-45,professional
304,339,142867372247.0,74,286.0,female,0,18-30,bachelors
305,340,139003416893.0,74,6.0,male,0,18-30,hs
306,341,138100811052.0,57,210.0,female,0,18-30,masters
307,343,138610763494.0,84,163.0,male,0,45-60,bachelors
308,344,138450241661.0,196,-95.0,female,0,18-30,bachelors
309,345,102619460595.0,36,181.0,male,0,30-45,professional
310,346,145865829951.0,64,10.0,male,0,30-45,hs
311,347,116967591938.0,73,-26.0,male,0,30-45,bachelors
312,348,155692232869.0,39,68.0,male,0,18-30,bachelors
313,349,2393047731.0,4,1.0,male,0,18-30,bachelors
314,350,19973449027.0,15,35.0,male,1,45-60,hs
315,351,132438438041.0,67,288.0,male,0,30-45,professional
316,352,122657820114.0,26,-30.0,male,0,18-30,hs
317,353,132438196375.0,38,-35.0,male,0,30-45,hs
318,354,121610550226.0,39,18.0,male,0,30-45,bachelors
319,356,124340933383.0,56,204.0,female,0,30-45,hs
320,358,131544615553.0,42,-6.0,male,0,30-45,hs
321,359,132423185675.0,42,16.0,female,0,18-30,bachelors
322,360,133213166932.0,51,-1.0,female,0,18-30,masters
323,361,127522490467.0,67,-30.0,male,1,30-45,bachelors
324,362,139443272858.0,53,-12.0,male,0,30-45,bachelors
325,363,133425628553.0,47,419.0,male,0,18-30,bachelors
326,365,142466000517.0,70,263.0,female,1,18-30,bachelors
327,366,137210561865.0,55,68.0,male,0,30-45,hs
328,367,130580213601.0,12,-11.0,male,0,18-30,hs
329,368,130407969639.0,29,-30.0,female,0,18-30,hs
330,369,135854794045.0,35,346.0,male,0,18-30,hs
331,370,141074378630.0,35,173.0,male,0,18-30,professional
332,372,139051016238.0,40,13.0,male,0,30-45,bachelors
333,373,126142105955.0,69,260.0,male,0,18-30,bachelors
334,374,140180302752.0,32,15.0,male,0,18-30,doctorate
335,375,144541207875.0,51,-8.0,male,0,30-45,hs
336,376,144317758023.0,52,294.0,female,0,18-30,bachelors
337,377,136291535581.0,47,-12.0,male,0,18-30,hs
338,378,2856693015.0,1,7.0,male,0,,bachelors
339,379,130859573367.0,49,12.0,male,0,18-30,hs
340,380,131622988988.0,80,36.0,female,0,30-45,bachelors
341,382,143652954186.0,61,307.0,male,0,Under 18,hs
342,383,138112924115.0,145,69.0,male,0,30-45,professional
343,384,136691187902.0,32,196.0,male,0,18-30,professional
344,385,141555222482.0,29,360.0,male,0,18-30,masters
345,387,128360161736.0,31,382.0,male,0,18-30,hs
346,388,126885343986.0,55,213.0,female,0,18-30,masters
347,389,128202858853.0,68,-42.0,male,0,18-30,bachelors
348,390,106954861055.0,53,-56.0,female,0,18-30,professional
349,392,100865945340.0,71,-82.0,female,0,18-30,bachelors
350,393,125163591723.0,42,-37.0,male,0,18-30,bachelors
351,394,122177544666.0,122,-66.0,female,0,30-45,bachelors
352,395,92720972180.0,47,118.0,male,0,18-30,bachelors
353,396,141999495803.0,47,-31.0,male,0,30-45,hs
354,397,139943306270.0,56,45.0,male,1,18-30,masters
355,398,135579611727.0,102,66.0,male,1,45-60,bachelors
356,400,142941966822.0,111,10.0,female,0,30-45,bachelors
357,401,138714348338.0,53,77.0,female,0,18-30,bachelors
358,402,136393203490.0,61,162.0,male,0,18-30,masters
359,403,115852215428.0,41,194.0,male,0,18-30,bachelors
360,404,144018995808.0,27,-27.0,male,0,30-45,masters
361,405,139261092915.0,64,60.0,male,0,30-45,masters
362,406,146159631370.0,69,-2.0,male,0,18-30,bachelors
363,409,137288294190.0,49,-9.0,male,0,18-30,bachelors
364,410,127939307206.0,48,-12.0,female,0,18-30,bachelors
365,412,128350874546.0,51,267.0,male,0,30-45,bachelors
366,413,121127070590.0,32,-33.0,female,0,18-30,professional
367,414,127332177889.0,37,327.0,male,0,18-30,bachelors
368,415,137880765767.0,85,-50.0,female,1,30-45,hs
369,416,126545758182.0,34,-11.0,male,0,30-45,hs
370,417,128558578681.0,40,105.0,male,0,Under 18,bachelors
371,418,125329207259.0,48,-37.0,male,1,18-30,professional
372,419,103874766200.0,44,20.0,female,0,30-45,masters
373,420,132877997502.0,48,148.0,male,1,18-30,masters
374,421,149318376904.0,82,19.0,male,0,18-30,masters
375,422,141114896975.0,168,-31.0,female,0,30-45,bachelors
376,423,146384755514.0,147,-143.0,male,1,18-30,professional
377,424,129759674222.0,55,-50.0,female,0,18-30,masters
378,425,132539350848.0,39,-13.0,male,0,45-60,hs
379,426,94552779861.0,27,46.0,male,0,18-30,professional
380,427,136071323679.0,55,67.0,male,0,18-30,bachelors
381,428,147601017793.0,45,113.0,male,0,Under 18,hs
382,429,153838827140.0,49,7.0,male,0,30-45,hs
383,432,35289482407.0,5,4.0,male,0,18-30,bachelors
384,433,127389758610.0,68,81.0,female,0,30-45,bachelors
385,435,136893125163.0,74,191.0,male,0,30-45,hs
386,438,138359740948.0,111,-92.0,male,0,18-30,hs
387,439,133269557440.0,65,77.0,male,0,30-45,masters
388,440,140273141839.0,48,351.0,male,0,18-30,bachelors
389,441,139964245374.0,39,29.0,male,0,18-30,bachelors
390,442,140811634833.0,132,129.0,male,0,18-30,bachelors
391,443,139137719867.0,152,-118.0,male,0,18-30,hs
392,444,71634000381.0,53,-23.0,male,0,18-30,masters
393,445,127543119798.0,90,104.0,male,0,45-60,hs
394,446,145942108818.0,65,24.0,male,0,45-60,bachelors
395,447,139279078606.0,108,165.0,male,0,18-30,hs
396,448,133725823283.0,51,-39.0,male,0,18-30,bachelors
397,449,148894420894.0,36,-30.0,male,0,18-30,bachelors
398,450,129451515753.0,66,2.0,male,0,18-30,bachelors
399,451,126542471059.0,34,28.0,male,0,30-45,professional
400,452,105421578507.0,29,204.0,male,0,18-30,bachelors
401,453,125205609286.0,58,289.0,male,0,18-30,bachelors
402,454,111600732144.0,96,-51.0,female,0,18-30,hs
403,455,129251058081.0,67,270.0,male,0,30-45,bachelors
404,456,137192991920.0,60,281.0,male,0,18-30,professional
405,457,130369602064.0,70,224.0,female,0,30-45,professional
406,458,136640246863.0,61,112.0,male,0,45-60,bachelors
407,459,123009700048.0,91,67.0,female,0,45-60,masters
408,460,110474522592.0,50,85.0,male,0,30-45,masters
409,461,145240603374.0,59,-12.0,male,1,18-30,hs
410,462,136657684969.0,113,73.0,male,0,18-30,masters
411,463,127243310383.0,57,135.0,female,0,18-30,bachelors
412,464,134407990356.0,75,219.0,male,1,30-45,bachelors
413,465,138414932101.0,62,222.0,female,0,30-45,masters
414,466,142552301520.0,51,172.0,male,0,18-30,hs
415,467,95109327737.0,55,-32.0,male,0,18-30,some
416,468,133979739532.0,97,171.0,female,0,30-45,bachelors
417,469,141578953320.0,21,22.0,male,0,30-45,bachelors
418,470,138621973590.0,46,258.0,male,0,18-30,bachelors
419,471,115789298449.0,36,37.0,male,0,18-30,professional
420,472,138550476942.0,80,30.0,female,0,18-30,bachelors
421,473,135285905402.0,124,-108.0,female,0,18-30,masters
422,474,91948687104.0,53,175.0,male,0,18-30,bachelors
423,475,133293078841.0,83,-40.0,male,1,18-30,hs
424,476,133060820847.0,107,31.0,male,0,30-45,hs
425,477,139270741410.0,48,250.0,female,1,30-45,hs
426,479,139377603575.0,47,-35.0,male,1,30-45,masters
427,481,140540755067.0,89,178.0,male,0,30-45,masters
428,482,123606626061.0,50,76.0,male,0,Under 18,hs
429,483,135724018557.0,64,-43.0,male,0,30-45,bachelors
430,484,135499571737.0,44,233.0,male,0,30-45,bachelors
431,485,145351470457.0,59,150.0,female,1,30-45,doctorate
432,486,90053281899.0,76,115.0,male,1,30-45,hs
433,487,134353076675.0,90,102.0,male,0,18-30,bachelors
434,488,130927187658.0,56,17.0,male,0,18-30,masters
435,489,130406030606.0,79,7.0,female,0,18-30,hs
436,490,146727341822.0,54,-56.0,male,0,45-60,hs
437,491,134290490530.0,78,86.0,male,0,30-45,hs
438,492,131959812413.0,74,-67.0,male,1,45-60,bachelors
439,493,138024720809.0,93,-40.0,male,1,30-45,hs
440,494,142211054686.0,51,33.0,male,0,30-45,bachelors
441,495,131077498370.0,85,-59.0,female,0,18-30,hs
442,497,147051301940.0,61,57.0,female,0,30-45,bachelors
443,499,135891880202.0,58,11.0,male,0,18-30,hs
444,500,135345774697.0,47,-29.0,male,0,45-60,professional
445,501,143459337119.0,50,51.0,female,0,30-45,bachelors
446,502,147222913081.0,35,355.0,male,0,30-45,professional
447,503,147423851979.0,52,265.0,male,0,18-30,hs
448,504,144442158984.0,71,-97.0,male,0,30-45,bachelors
449,505,144223915167.0,36,9.0,male,0,30-45,hs
450,506,16121312793.0,15,-4.0,male,0,30-45,bachelors
451,507,133779870413.0,98,179.0,male,0,45-60,bachelors
452,508,136694122424.0,71,-47.0,male,0,18-30,hs
453,510,80127031984.0,81,-19.0,female,0,30-45,doctorate
454,511,142510203753.0,51,303.0,male,0,18-30,bachelors
455,512,138660907697.0,84,235.0,male,0,45-60,professional
456,513,131602162715.0,24,-18.0,male,0,30-45,bachelors
457,514,144906370555.0,58,-56.0,male,0,18-30,bachelors
458,515,129019080927.0,172,88.0,male,1,18-30,hs
459,516,132436715067.0,46,242.0,male,0,18-30,hs
460,517,139212242693.0,62,32.0,male,0,45-60,hs
461,518,91703861805.0,30,-27.0,male,0,18-30,hs
462,519,140659637432.0,72,240.0,male,0,30-45,professional
463,520,95259652152.0,32,191.0,male,1,18-30,hs
464,521,128199958967.0,144,78.0,female,0,30-45,professional
465,522,137237480565.0,36,225.0,male,0,18-30,hs
466,523,130978070620.0,34,138.0,female,0,,bachelors
467,525,129194280214.0,54,-37.0,female,0,18-30,masters
468,526,73243830915.0,34,-18.0,female,0,18-30,bachelors
469,527,144097261936.0,58,-93.0,male,0,30-45,masters
470,528,125772325940.0,59,2.0,male,0,18-30,bachelors
471,529,144872228744.0,51,294.0,male,0,18-30,professional
472,531,132140778010.0,81,65.0,female,0,18-30,hs
473,532,139717405642.0,71,-9.0,male,0,18-30,bachelors
474,533,116739539362.0,105,147.0,male,0,30-45,bachelors
475,534,139927323672.0,79,263.0,male,0,18-30,hs
476,535,136376689609.0,95,199.0,male,0,30-45,bachelors
477,536,134266500424.0,95,-80.0,male,0,30-45,masters
